GeneID	Annotation	Class
Tb927.7.5780	thioredoxin, putative	ZUnknown
Tb927.7.5810	Protein of unknown function (DUF1637), putative	ZUnknown
Tb927.7.5830	hypothetical protein, conserved	ZUnknown
Tb927.7.5840	hypothetical protein, conserved	ZUnknown
Tb927.7.5850	hypothetical protein, conserved	ZUnknown
Tb927.7.5870	hypothetical protein, conserved	ZUnknown
Tb927.7.5890	hypothetical protein, conserved	ZUnknown
Tb927.7.590	hypothetical protein, conserved	ZUnknown
Tb927.7.6180	hypothetical protein, conserved	ZUnknown
Tb927.7.6190	Ring finger domain containing protein, putative	ZUnknown
Tb927.7.620	hypothetical protein, conserved	ZUnknown
Tb927.7.6210	hypothetical protein, conserved	ZUnknown
Tb927.7.6240	hypothetical protein, conserved	ZUnknown
Tb927.7.6250	hypothetical protein, conserved	ZUnknown
Tb927.7.6260	TPR repeat, putative	ZUnknown
Tb927.7.6280	Domain of unknown function (DUF3508), putative	ZUnknown
Tb927.7.630	hypothetical protein, conserved	ZUnknown
Tb927.7.6300	WD domain, G-beta repeat, putative	ZUnknown
Tb927.7.6320	BTB/POZ domain/Regulator of chromosome condensation (RCC1) repeat, putative	ZUnknown
Tb927.7.6370	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger
Tb927.7.6390	hypothetical protein, conserved	ZUnknown
Tb927.7.6400	hypothetical protein, conserved	ZUnknown
Tb927.7.6420	hypothetical protein, conserved	ZUnknown
Tb927.7.6480	hypothetical protein, conserved	ZUnknown
Tb927.7.6490	hypothetical protein, conserved	ZUnknown
Tb927.7.650	hypothetical protein, conserved	ZUnknown
Tb927.7.6560	hypothetical protein, conserved	ZUnknown
Tb927.7.660	Cupin-like domain containing protein, putative	ZUnknown
Tb927.7.6600	hypothetical protein, conserved	ZUnknown
Tb927.7.6610	hypothetical protein, conserved	ZUnknown
Tb927.7.6620	Probable N6-adenine methyltransferase, putative	ZUnknown
Tb927.7.6630	hypothetical protein, conserved	ZUnknown
Tb927.7.6650	Colon cancer-associated protein Mic1-like, putative	ZUnknown
Tb927.7.6670	hypothetical protein, conserved	ZUnknown
Tb927.7.670	hypothetical protein, conserved	ZUnknown
Tb927.7.6720	hypothetical protein, conserved	ZUnknown
Tb927.7.6730	hypothetical protein, conserved	ZUnknown
Tb927.7.6740	ATPase family associated with various cellular activities (AAA), putative	ZUnknown
Tb927.7.6750	hypothetical protein, conserved	ZUnknown
Tb927.7.6760	hypothetical protein, conserved	ZUnknown
Tb927.7.6770	Acyl CoA binding protein, putative	ZUnknown
Tb927.7.6790	hypothetical protein, conserved	ZUnknown
Tb927.7.6810	EF-hand domain pair, putative	ZUnknown
Tb927.7.6820	hypothetical protein, conserved	ZUnknown
Tb927.7.6840	Centrosomal spindle body, CEP44, putative	ZUnknown
Tb927.7.6910	MORN repeat-containing protein	ZUnknown
Tb927.7.6920	hypothetical protein, conserved	ZUnknown
Tb927.7.6950	hypothetical protein, conserved	ZUnknown
Tb927.7.700	hypothetical protein, conserved	ZUnknown
Tb927.7.7030	zinc-finger of a C2HC-type, putative	Zinc.finger
Tb927.7.7050	hypothetical protein, conserved	ZUnknown
Tb927.7.7060	Got1/Sft2-like family, putative	ZUnknown
Tb927.7.7070	MYND finger, putative	ZUnknown
Tb927.7.7150	hypothetical protein, conserved	ZUnknown
Tb927.7.720	conserved protein	ZUnknown
Tb927.7.7200	hypothetical protein, conserved	ZUnknown
Tb927.7.7250	Ankyrin repeats (3 copies), putative	ZUnknown
Tb927.7.7270	hypothetical protein, conserved	ZUnknown
Tb927.7.730	hypothetical protein, conserved	ZUnknown
Tb927.7.7320	hypothetical protein, conserved	ZUnknown
Tb927.7.7340	hypothetical protein, conserved	ZUnknown
Tb927.7.7460	hypothetical protein, conserved, no domains	ZUnknown
Tb927.7.7490	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger
Tb927.7.750	hypothetical protein, conserved	ZUnknown
Tb927.7.760	hypothetical protein, conserved	ZUnknown
Tb927.7.770	Ring finger domain containing protein, putative	ZUnknown
Tb927.7.780	RNA pseudouridylate synthase, putative	ZUnknown
Tb927.7.790	hypothetical protein, conserved	ZUnknown
Tb927.7.850	hypothetical protein, conserved	ZUnknown
Tb927.7.860	hypothetical protein, conserved	ZUnknown
Tb927.7.870	hypothetical protein, conserved	ZUnknown
Tb927.7.900	hypothetical protein, conserved	ZUnknown
Tb927.7.980	hypothetical protein, conserved	ZUnknown
Tb927.8.1000	hypothetical protein, conserved	ZUnknown
Tb927.8.1040	protein phosphatase inhibitor, putative	ZUnknown
Tb927.8.1120	hypothetical protein, conserved	ZUnknown
Tb927.8.1140	hypothetical protein, conserved	ZUnknown
Tb927.8.1230	hypothetical protein, conserved	ZUnknown
Tb927.8.1260	Molybdopterin guanine dinucleotide synthesis protein B, putative	ZUnknown
Tb927.8.1270	conserved protein	ZUnknown
Tb927.8.1280	hypothetical protein, conserved	ZUnknown
Tb927.8.1300	hypothetical protein, conserved	ZUnknown
Tb927.8.1320	hypothetical protein, conserved	ZUnknown
Tb927.8.1350	hypothetical protein, conserved	ZUnknown
Tb927.8.1360	Dynein heavy chain, N-terminal region 2, putative	ZUnknown
Tb927.8.1370	hypothetical protein, conserved	ZUnknown
Tb927.8.1380	hypothetical protein, conserved	ZUnknown
Tb927.8.1450	hypothetical protein, conserved	ZUnknown
Tb927.8.1460	EamA-like transporter family, putative	ZUnknown
Tb927.8.1480	RAVE protein 1 C terminal, putative	ZUnknown
Tb927.8.1540	hypothetical protein, conserved	ZUnknown
Tb927.8.1560	hypothetical protein, conserved	ZUnknown
Tb927.8.1580	hypothetical protein, conserved	ZUnknown
Tb927.8.1700	hypothetical protein, conserved	ZUnknown
Tb927.8.1730	hypothetical protein, conserved	ZUnknown
Tb927.8.1750	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis, putative	ZUnknown
Tb927.8.1790	hypothetical protein, conserved	ZUnknown
Tb927.8.1800	Eukaryotic membrane protein family, putative	ZUnknown
Tb927.8.1840	Sec7 domain containing protein, putative	ZUnknown
Tb927.8.1900	hypothetical protein, conserved	ZUnknown
Tb927.8.1950	hypothetical protein, conserved	ZUnknown
Tb927.8.1970	hypothetical protein, conserved	ZUnknown
Tb927.8.1980	UTP15 C terminal, putative	ZUnknown
Tb927.8.2010	hypothetical protein, conserved	ZUnknown
Tb927.8.2030	hypothetical protein, conserved	ZUnknown
Tb927.8.2040	Domain of unknown function (DUF1767), putative	ZUnknown
Tb927.8.2060	Concanavalin A-like lectin/glucanases superfamily/Beige/BEACH domain containing protein, putative	ZUnknown
Tb927.8.2110	Alpha/beta hydrolase family, putative	ZUnknown
Tb927.8.2120	hypothetical protein, conserved	ZUnknown
Tb927.8.2130	cyclic nucleotide-binding domain containing protein, putative	ZUnknown
Tb927.8.2140	hypothetical protein, conserved	ZUnknown
Tb927.8.2150	hypothetical protein, conserved	ZUnknown
Tb927.8.2170	hypothetical protein, conserved	ZUnknown
Tb927.8.2180	hypothetical protein, conserved	ZUnknown
Tb927.8.2190	hypothetical protein, conserved	ZUnknown
Tb927.8.2220	hypothetical protein, conserved	ZUnknown
Tb927.8.2290	hypothetical protein, conserved	ZUnknown
Tb927.8.2330	hypothetical protein, conserved	ZUnknown
Tb927.8.2340	hypothetical protein, conserved	ZUnknown
Tb927.8.2350	hypothetical protein, conserved	ZUnknown
Tb927.8.2360	hypothetical protein, conserved	ZUnknown
Tb927.8.2390	hypothetical protein, conserved	ZUnknown
Tb927.8.2400	hypothetical protein, conserved	ZUnknown
Tb927.8.2420	hypothetical protein, conserved	ZUnknown
Tb927.8.2440	hypothetical protein, conserved	ZUnknown
Tb927.8.2460	hypothetical protein, conserved	ZUnknown
Tb927.8.2490	SET domain containing protein, putative	ZUnknown
Tb927.8.2510	hypothetical protein, conserved	ZUnknown
Tb927.8.2570	hypothetical protein, conserved	ZUnknown
Tb927.8.2580	exocyst complex component Sec10, putative	ZUnknown
Tb927.8.2590	hypothetical protein, conserved	ZUnknown
Tb927.8.2600	WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative	ZUnknown
Tb927.8.2620	hypothetical protein, conserved	ZUnknown
Tb927.8.2660	Galactose oxidase, central domain containing protein, putative	ZUnknown
Tb927.8.2680	hypothetical protein, conserved	ZUnknown
Tb927.8.2690	SET domain containing protein, putative	ZUnknown
Tb927.8.2700	hypothetical protein, conserved	ZUnknown
Tb927.8.2710	SET domain containing protein, putative	ZUnknown
Tb927.8.2720	Putative serine esterase (DUF676), putative	ZUnknown
Tb927.8.2730	hypothetical protein, conserved	ZUnknown
Tb927.8.2750	hypothetical protein, conserved	ZUnknown
Tb927.8.2800	hypothetical protein, conserved	ZUnknown
Tb927.8.2830	hypothetical protein, conserved	ZUnknown
Tb927.8.2840	hypothetical protein, conserved	ZUnknown
Tb927.8.2870	conserved protein	ZUnknown
Tb927.8.2890	hypothetical protein, conserved	ZUnknown
Tb927.8.2950	hypothetical protein, conserved	ZUnknown
Tb927.8.2970	hypothetical protein, conserved	ZUnknown
Tb927.8.2990	5-formyltetrahydrofolate cyclo-ligase family, putative	ZUnknown
Tb927.8.3000	hypothetical protein, conserved	ZUnknown
Tb927.8.3020	hypothetical protein, conserved	ZUnknown
Tb927.8.3040	hypothetical protein, conserved	ZUnknown
Tb927.8.3050	Chitobiase/beta-hexosaminidase C-terminal domain containing protein, putative	ZUnknown
Tb927.8.3070	hypothetical protein, conserved	ZUnknown
Tb927.8.3080	hypothetical protein, conserved	ZUnknown
Tb927.8.3120	Uncharacterised protein family UPF0546, putative	ZUnknown
Tb927.8.3160	hypothetical protein, conserved	ZUnknown
Tb927.8.3180	Protein of unknown function (DUF3250), putative	ZUnknown
Tb927.8.3190	hypothetical protein, conserved	ZUnknown
Tb927.8.3210	hypothetical protein, conserved	ZUnknown
Tb927.8.3230	hypothetical protein, conserved	ZUnknown
Tb927.8.3260	YceI-like domain containing protein, putative	ZUnknown
Tb927.8.3280	Beta-lactamase superfamily domain containing protein, putative	ZUnknown
Tb927.8.3340	hypothetical protein, conserved	ZUnknown
Tb927.8.3360	hypothetical protein, conserved	ZUnknown
Tb927.8.3390	hypothetical protein, conserved	ZUnknown
Tb927.8.3410	Inositol hexakisphosphate, putative	Protein phosphatase
Tb927.8.3420	hypothetical protein, conserved	ZUnknown
Tb927.8.3440	hypothetical protein, conserved	ZUnknown
Tb927.8.3450	hypothetical protein, conserved	ZUnknown
Tb927.8.3460	Ring finger domain containing protein, putative	ZUnknown
Tb927.8.3470	Vesicle transport v-SNARE protein N-terminus, putative	ZUnknown
Tb927.8.3480	hypothetical protein, conserved	ZUnknown
Tb927.8.3490	Gryzun, putative trafficking through Golgi, putative	ZUnknown
Tb927.8.3500	Dos2-interacting transcription regulator of RNA-Pol-II, putative	ZUnknown
Tb927.8.3520	hypothetical protein, conserved	ZUnknown
Tb927.8.3540	hypothetical protein, conserved	ZUnknown
Tb927.8.3570	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger
Tb927.8.3590	hypothetical protein, conserved	ZUnknown
Tb927.8.3600	hypothetical protein, conserved	ZUnknown
Tb927.8.3610	AKAP7 2'5' RNA ligase-like domain containing protein, putative	ZUnknown
Tb927.8.3640	JAB1/Mov34/MPN/PAD-1 ubiquitin protease, putative	ZUnknown
Tb927.8.3700	hypothetical protein, conserved	ZUnknown
Tb927.8.3720	hypothetical protein, conserved	ZUnknown
Tb927.8.3730	COPI associated protein, putative	ZUnknown
Tb927.8.3740	pterin 4 alpha carbinolamine dehydratase, putative	Enzyme
Tb927.8.3780	MORN repeat, putative	ZUnknown
Tb927.8.3810	hypothetical protein, conserved	ZUnknown
Tb927.8.3840	hypothetical protein, conserved	ZUnknown
Tb927.8.3940	hypothetical protein, conserved	ZUnknown
Tb927.8.3950	hypothetical protein, conserved	ZUnknown
Tb927.8.3960	hypothetical protein, conserved	ZUnknown
Tb927.8.3980	hypothetical protein, conserved	ZUnknown
Tb927.8.3990	hypothetical protein, conserved	ZUnknown
Tb927.8.4140	hypothetical protein, conserved	ZUnknown
Tb927.8.4150	hypothetical protein, conserved	ZUnknown
Tb927.8.4160	hypothetical protein, conserved	ZUnknown
Tb927.8.4210	WD domain, G-beta repeat, putative	ZUnknown
Tb927.8.4230	hypothetical protein, conserved	ZUnknown
Tb927.8.4270	hypothetical protein, conserved	ZUnknown
Tb927.8.4290	Ribosome biogenesis protein Nop16, putative	ZUnknown
Tb927.8.4320	hypothetical protein, conserved	ZUnknown
Tb927.8.4350	hypothetical protein, conserved	ZUnknown
Tb927.8.4360	hypothetical protein, conserved	ZUnknown
Tb927.8.4400	hypothetical protein, conserved	ZUnknown
Tb927.8.4420	hypothetical protein, conserved	ZUnknown
Tb927.8.4460	Domain of Unknown Function (DUF1042), putative	ZUnknown
Tb927.8.4480	Copurifies with PTP-CPSF160, may repress polyadenylation	RNA.processing
Tb927.8.4510	nucleoside diphosphate kinase, putative	ZUnknown
Tb927.8.4520	hypothetical protein, conserved	ZUnknown
Tb927.8.4530	hypothetical protein, conserved	ZUnknown
Tb927.8.4570	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger
Tb927.8.4580	Tumour suppressor, Mitostatin, putative	ZUnknown
Tb927.8.4590	hypothetical protein, conserved	ZUnknown
Tb927.8.4600	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger
Tb927.8.4630	hypothetical protein, conserved	ZUnknown
Tb927.8.4650	hypothetical protein, conserved	ZUnknown
Tb927.8.4660	hypothetical protein, conserved	ZUnknown
Tb927.8.4670	hypothetical protein, conserved	ZUnknown
Tb927.8.4680	Spinocerebellar ataxia type 10 protein domain containing protein, putative	ZUnknown
Tb927.8.4760	KKT20 Kinetochore protein	Cell.cycle
Tb927.8.4800	hypothetical protein, conserved	ZUnknown
Tb927.8.4850	hypothetical protein, conserved	ZUnknown
Tb927.8.4900	hypothetical protein, conserved	ZUnknown
Tb927.8.4910	hypothetical protein, conserved	ZUnknown
Tb927.8.4920	hypothetical protein, conserved	ZUnknown
Tb927.8.4940	hypothetical protein, conserved	ZUnknown
Tb927.8.4960	hypothetical protein, conserved	ZUnknown
Tb927.8.5020	hypothetical protein, conserved	ZUnknown
Tb927.8.5040	EMG1/NEP1 methyltransferase, putative	ZUnknown
Tb927.8.5050	OTU-like cysteine protease, putative	ZUnknown
Tb927.8.5110	hypothetical protein, conserved	ZUnknown
Tb927.8.5150	hypothetical protein, conserved	ZUnknown
Tb927.8.5160	hypothetical protein, conserved	ZUnknown
Tb927.8.5170	hypothetical protein, conserved	ZUnknown
Tb927.8.5190	hypothetical protein, conserved	ZUnknown
Tb927.8.5240	Domain of unknown function DUF221, putative	ZUnknown
Tb927.8.5270	hypothetical protein, conserved	ZUnknown
Tb927.8.5290	WW domain containing protein, putative	ZUnknown
Tb927.8.5300	hypothetical protein, conserved	ZUnknown
Tb927.8.5310	Polyketide cyclase / dehydrase and lipid transport, putative	ZUnknown
Tb927.8.5320	hypothetical protein, conserved	ZUnknown
Tb927.8.5350	hypothetical protein, conserved	ZUnknown
Tb927.8.5360	hypothetical protein, conserved	ZUnknown
Tb927.8.540	N-terminal region of Chorein, a TM vesicle-mediated sorter, putative	ZUnknown
Tb927.8.5400	hypothetical protein, conserved	ZUnknown
Tb927.8.5410	hypothetical protein, conserved	ZUnknown
Tb927.8.5430	Snf7, putative	ZUnknown
Tb927.8.5480	hypothetical protein, conserved	ZUnknown
Tb927.8.5490	Nucleolar protein,Nop52, putative	ZUnknown
Tb927.8.5520	hypothetical protein, conserved	ZUnknown
Tb927.8.5590	SH3-binding, glutamic acid-rich protein, putative	ZUnknown
Tb927.8.5610	hypothetical protein, conserved	ZUnknown
Tb927.8.5650	hypothetical protein, conserved	ZUnknown
Tb927.8.5670	hypothetical protein, conserved	ZUnknown
Tb927.8.5680	Pyridoxal-dependent decarboxylase conserved domain containing protein, putative	ZUnknown
Tb927.8.5700	hypothetical protein, conserved	ZUnknown
Tb927.8.5750	hypothetical protein, conserved	ZUnknown
Tb927.8.5760	Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative	ZUnknown
Tb927.8.5800	hypothetical protein, conserved	ZUnknown
Tb927.8.5820	Las1-like, putative	ZUnknown
Tb927.8.5830	SMP-30/Gluconolaconase/LRE-like region, putative	ZUnknown
Tb927.8.5840	hypothetical protein, conserved	ZUnknown
Tb927.8.5850	hypothetical protein, conserved	ZUnknown
Tb927.8.5870	hypothetical protein, conserved	ZUnknown
Tb927.8.5900	Sedlin, N-terminal conserved region, putative	ZUnknown
Tb927.8.5940	hypothetical protein, conserved	ZUnknown
Tb927.8.5960	hypothetical protein, conserved	ZUnknown
Tb927.8.5990	NLE (NUC135) domain/WD domain, G-beta repeat, putative	ZUnknown
Tb927.8.600	Bucentaur or craniofacial development, putative	ZUnknown
Tb927.8.6020	hypothetical protein, conserved	ZUnknown
Tb927.8.6050	hypothetical protein, conserved	ZUnknown
Tb927.8.610	hypothetical protein, conserved	ZUnknown
Tb927.8.6100	hypothetical protein, conserved	ZUnknown
Tb927.8.6120	hypothetical protein, conserved	ZUnknown
Tb927.8.6130	hypothetical protein, conserved	ZUnknown
Tb927.8.6140	Galactose oxidase, central domain/Kelch motif containing protein, putative	ZUnknown
Tb927.8.6190	BolA-like protein, putative	ZUnknown
Tb927.8.6220	Phosphorylated CTD interacting factor 1 WW domain containing protein, putative	ZUnknown
Tb927.8.6230	hypothetical protein, conserved	ZUnknown
Tb927.8.6250	TbNup76 Complex+149, 140, symmetric, interact MEX67	Nuclear.transport
Tb927.8.6260	hypothetical protein, conserved	ZUnknown
Tb927.8.6270	hypothetical protein, conserved	ZUnknown
Tb927.8.6290	hypothetical protein, conserved	ZUnknown
Tb927.8.6300	hypothetical protein, conserved	ZUnknown
Tb927.8.6310	hypothetical protein, conserved	ZUnknown
Tb927.8.6320	hypothetical protein, conserved	ZUnknown
Tb927.8.6370	hypothetical protein, conserved	ZUnknown
Tb927.8.6380	hypothetical protein, conserved	ZUnknown
Tb927.8.640	Dpy-30 motif containing protein, putative	ZUnknown
Tb927.8.6400	hypothetical protein, conserved	ZUnknown
Tb927.8.6430	hypothetical protein, conserved	ZUnknown
Tb927.8.6460	kinase binding protein CGI-121, putative	ZUnknown
Tb927.8.6470	SET domain containing protein, putative	ZUnknown
Tb927.8.6520	hypothetical protein, conserved	ZUnknown
Tb927.8.6530	SET domain containing protein, putative	ZUnknown
Tb927.8.6550	hypothetical protein, conserved	ZUnknown
Tb927.8.6570	hypothetical protein, conserved	ZUnknown
Tb927.8.6590	Outer mitochondrial membrane transport complex protein/Glutathione S-transferase, C-terminal domain containing protein, putative	ZUnknown
Tb927.8.660	Sel1 repeat, putative	ZUnknown
Tb927.8.6610	hypothetical protein, conserved	ZUnknown
Tb927.8.6620	hypothetical protein, conserved	ZUnknown
Tb927.8.6670	hypothetical protein, conserved	ZUnknown
Tb927.8.670	hypothetical protein, conserved	ZUnknown
Tb927.8.6770	WD domain, G-beta repeat, putative	ZUnknown
Tb927.8.6780	hypothetical protein, conserved	ZUnknown
Tb927.8.6790	hypothetical protein, conserved	ZUnknown
Tb927.8.6820	hypothetical protein, conserved	ZUnknown
Tb927.8.6850	Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative	Zinc.finger
Tb927.8.6860	High-temperature-induced dauer-formation protein, putative	ZUnknown
Tb927.8.6870	hypothetical protein, conserved	ZUnknown
Tb927.8.6890	hypothetical protein, conserved	ZUnknown
Tb927.8.6900	transport protein particle (TRAPP) component, putative	ZUnknown
Tb927.8.6920	hypothetical protein, conserved	ZUnknown
Tb927.8.7030	hypothetical protein, conserved	ZUnknown
Tb927.8.7070	FAZ15 flagellar attachment zone protein	Cytoskeleton
Tb927.8.7130	hypothetical protein, conserved	ZUnknown
Tb927.8.7180	hypothetical protein, conserved	ZUnknown
Tb927.8.720	Domain of unknown function DUF59, putative	ZUnknown
Tb927.8.7200	Region in Clathrin and VPS, putative	ZUnknown
Tb927.8.7210	hypothetical protein, conserved	ZUnknown
Tb927.8.7280	emp24/gp25L/p24 family/GOLD, putative	ZUnknown
Tb927.8.7290	Regulator of chromosome condensation (RCC1) repeat, putative	ZUnknown
Tb927.8.7360	hypothetical protein, conserved	ZUnknown
Tb927.8.7560	CorA-like Mg2+ transporter protein, putative	ZUnknown
Tb927.8.7580	RING-variant domain containing protein, putative	ZUnknown
Tb927.8.770	hypothetical protein, conserved	ZUnknown
Tb927.8.7710	hypothetical protein, conserved	ZUnknown
Tb927.8.7720	hypothetical protein, conserved	ZUnknown
Tb927.8.7770	aldehyde dehydrogenase family, putative	ZUnknown
Tb927.8.7790	zinc finger domain, LSD1 subclass, putative	Zinc.finger
Tb927.8.780	hypothetical protein, conserved	ZUnknown
Tb927.8.7800	hypothetical protein, conserved	ZUnknown
Tb927.8.7810	hypothetical protein, conserved	ZUnknown
Tb927.8.7830	hypothetical protein, conserved	ZUnknown
Tb927.8.7850	hypothetical protein, conserved	ZUnknown
Tb927.8.790	hypothetical protein, conserved	ZUnknown
Tb927.8.7950	Flagellar Member 4 (FLAM4)	Cytoskeleton
Tb927.8.800	Domain of unknown function (DUF3437), putative	ZUnknown
Tb927.8.8010	hypothetical protein, conserved	ZUnknown
Tb927.8.8120	hypothetical protein, conserved	ZUnknown
Tb927.8.8130	hypothetical protein, conserved	ZUnknown
Tb927.8.8150	C2 domain containing protein, putative	ZUnknown
Tb927.8.8160	hypothetical protein, conserved	ZUnknown
Tb927.8.820	VID27 cytoplasmic protein, putative	ZUnknown
Tb927.8.8270	hypothetical protein, conserved	ZUnknown
Tb927.8.830	Protein of unknown function (DUF3608), putative	ZUnknown
Tb927.8.8320	hypothetical protein, conserved	ZUnknown
Tb927.8.8340	CRAL/TRIO domain containing protein, putative	ZUnknown
Tb927.8.840	hypothetical protein, conserved	ZUnknown
Tb927.8.850	hypothetical protein, conserved	ZUnknown
Tb927.8.860	hypothetical protein, conserved	ZUnknown
Tb927.9.10000	hypothetical protein, conserved	ZUnknown
Tb927.9.10050	60Kd inner membrane protein, putative	ZUnknown
Tb927.9.10060	hypothetical protein, conserved	ZUnknown
Tb927.9.10140	Uncharacterised conserved protein, putative	ZUnknown
Tb927.9.10150	hypothetical protein, conserved	ZUnknown
Tb927.9.10160	hypothetical protein, conserved	ZUnknown
Tb927.9.10190	hypothetical protein, conserved	ZUnknown
Tb927.9.10200	hypothetical protein, conserved	ZUnknown
Tb927.9.10300	hypothetical protein, conserved	ZUnknown
Tb927.9.10360	hypothetical protein, conserved	ZUnknown
Tb927.9.10430	Zinc-binding domain containing protein, putative	Zinc.finger
Tb927.9.10450	hypothetical protein, conserved	ZUnknown
Tb927.9.10490	pre-RNA processing PIH1/Nop17, putative	ZUnknown
Tb927.9.10510	hypothetical protein, conserved	ZUnknown
Tb927.9.10530	FAZ4 flagellar attachment zone protein	Cytoskeleton
Tb927.9.10550	SAS6 centriole cartwheel protein	Cytoskeleton
Tb927.9.10630	hypothetical protein, conserved	ZUnknown
Tb927.9.10660	hypothetical protein, conserved	ZUnknown
Tb927.9.10680	RNA polymerase III RPC4, putative	ZUnknown
Tb927.9.10690	Protein of unknown function (DUF2009), putative	ZUnknown
Tb927.9.10820	hypothetical protein, conserved	ZUnknown
Tb927.9.10830	HD domain containing protein, putative	ZUnknown
Tb927.9.10870	hypothetical protein, conserved	ZUnknown
Tb927.9.10880	hypothetical protein, conserved	ZUnknown
Tb927.9.10890	Regulatory subunit of type II PKA R-subunit, putative	ZUnknown
Tb927.9.10930	hypothetical protein, conserved	ZUnknown
Tb927.9.11140	hypothetical protein, conserved	ZUnknown
Tb927.9.11150	hypothetical protein, conserved	ZUnknown
Tb927.9.1120	hypothetical protein, conserved	ZUnknown
Tb927.9.11360	hypothetical protein, conserved	ZUnknown
Tb927.9.11370	hypothetical protein, conserved	ZUnknown
Tb927.9.11480	Enriched in surface-labeled proteome protein 9 (ESP9)	ZUnknown
Tb927.9.11500	Cullin family, putative	ZUnknown
Tb927.9.11510	hypothetical protein, conserved	ZUnknown
Tb927.9.11520	hypothetical protein, conserved	ZUnknown
Tb927.9.11540	hypothetical protein, conserved	ZUnknown
Tb927.9.11560	hypothetical protein, conserved	ZUnknown
Tb927.9.11660	hypothetical protein, conserved	ZUnknown
Tb927.9.11670	hypothetical protein, conserved	ZUnknown
Tb927.9.11690	hypothetical protein, conserved	ZUnknown
Tb927.9.11700	hypothetical protein, conserved	ZUnknown
Tb927.9.11750	methyltransferase domain containing protein, putative	ZUnknown
Tb927.9.11770	Fusaric acid resistance protein-like, putative	ZUnknown
Tb927.9.11820	CRAL/TRIO domain containing protein, putative	ZUnknown
Tb927.9.11890	hypothetical protein, conserved	ZUnknown
Tb927.9.11910	peroxidase, putative	ZUnknown
Tb927.9.11940	replication factor A protein 3, putative	ZUnknown
Tb927.9.11960	hypothetical protein, conserved	ZUnknown
Tb927.9.11970	hypothetical protein, conserved	ZUnknown
Tb927.9.12030	hypothetical protein, conserved	ZUnknown
Tb927.9.12070	hypothetical protein, conserved	ZUnknown
Tb927.9.12080	hypothetical protein, conserved	ZUnknown
Tb927.9.12090	Putative death-receptor fusion protein (DUF2428), putative	ZUnknown
Tb927.9.12100	Tetrapyrrole (Corrin/Porphyrin) Methylases, putative	ZUnknown
Tb927.9.12160	hypothetical protein, conserved	ZUnknown
Tb927.9.12280	hypothetical protein, conserved	ZUnknown
Tb927.9.12310	hypothetical protein, conserved	ZUnknown
Tb927.9.12330	thioredoxin, putative	ZUnknown
Tb927.9.12340	hypothetical protein, conserved	ZUnknown
Tb927.9.12380	Histidine phosphatase superfamily (branch 1), putative	ZUnknown
Tb927.9.12390	hypothetical protein, conserved	ZUnknown
Tb927.9.12440	hypothetical protein, conserved	ZUnknown
Tb927.9.12470	inositol polyphosphate kinase, putative	ZUnknown
Tb927.9.12480	dynein light chain type 1, putative	ZUnknown
Tb927.9.12490	hypothetical protein, conserved	ZUnknown
Tb927.9.12530	DnaJ domain containing protein, putative	ZUnknown
Tb927.9.12710	hypothetical protein, conserved	ZUnknown
Tb927.9.12740	Zeta toxin, putative	ZUnknown
Tb927.9.12750	hypothetical protein, conserved	ZUnknown
Tb927.9.12780	Leucine carboxyl methyltransferase/Cupin-like domain containing protein, putative	ZUnknown
Tb927.9.12800	hypothetical protein, conserved	ZUnknown
Tb927.9.12830	hypothetical protein, conserved	ZUnknown
Tb927.9.12950	hypothetical protein, conserved	ZUnknown
Tb927.9.12980	Alpha/beta hydrolase family, putative	ZUnknown
Tb927.9.12990	hypothetical protein, conserved	ZUnknown
Tb927.9.13010	50S ribosome-binding GTPase, putative	ZUnknown
Tb927.9.13020	Microtubule-associated protein Bicaudal-D, putative	ZUnknown
Tb927.9.13040	hypothetical protein, conserved	ZUnknown
Tb927.9.13050	hypothetical protein, conserved	ZUnknown
Tb927.9.13060	btb/poz domain containing protein, putative	ZUnknown
Tb927.9.13110	hypothetical protein, conserved	ZUnknown
Tb927.9.13130	hypothetical protein, conserved	ZUnknown
Tb927.9.13140	hypothetical protein, conserved	ZUnknown
Tb927.9.13240	hypothetical protein, conserved	ZUnknown
Tb927.9.13300	Ring finger domain containing protein, putative	ZUnknown
Tb927.9.13330	hypothetical protein, conserved	ZUnknown
Tb927.9.13340	Nop53 (60S ribosomal biogenesis), putative	ZUnknown
Tb927.9.13350	hypothetical protein, conserved	ZUnknown
Tb927.9.13460	Spt4/RpoE2 zinc finger, putative	ZUnknown
Tb927.9.13470	hypothetical protein, conserved	ZUnknown
Tb927.9.13480	Eukaryotic protein of unknown function (DUF1764), putative	ZUnknown
Tb927.9.1350	hypothetical protein, conserved	ZUnknown
Tb927.9.13520	Importin 1 (IMP1)	Nuclear.transport
Tb927.9.13530	hypothetical protein, conserved	ZUnknown
