GeneID	Annotation	Class	ORFlength
Tb927.7.2390	hypothetical protein, conserved	Mito.pathway	2856
Tb927.7.2400	MCP1 Arc1p homologue, assists aa tRNA synthetases	Translation.tRNA	1278
Tb927.7.2410	Dynamin family, putative	Mito.pathway	1803
Tb927.7.2420	GSK3-long glycogen synthase kinase-3 alpha	Glycans	1506
Tb927.7.2430	hypothetical protein	ZUnknown	
Tb927.7.2440	pyrroline-5-carboxylate reductase, putative (P5CR)	Mito.pathway	813
Tb927.7.2450	hypothetical protein, conserved	ZUnknown	1458
Tb927.7.2460	hypothetical protein, conserved	ZUnknown	1296
Tb927.7.2470	TBC-B likely GAP	Signalling	2157
Tb927.7.2480	peptidyl-prolyl cis-trans isomerase, putative (PAR45)	Chaperone	1152
Tb927.7.2490	hypothetical protein, conserved	ZUnknown	2112
Tb927.7.250	ZC3H16	RNA.binding	1755
Tb927.7.2500	proteasome regulatory ATPase subunit 1 (RPT1)	Ubiquitin.proteasome	1314
Tb927.7.2510	endoplasmatic reticulum retrieval protein, putative	Vesicular.transport	549
Tb927.7.2520	Uncharacterised protein family UPF0066, putative	ZUnknown	1176
Tb927.7.2530	N-acetyltransferase, putative	Enzyme	927
Tb927.7.2540	ubiquitin-conjugating enzyme e2, putative	Ubiquitin.proteasome	681
Tb927.7.2550	proteasome regulatory ATPase subunit 5 (RPT5)	Ubiquitin.proteasome	1338
Tb927.7.2560	hypothetical protein, conserved	ZUnknown	3618
Tb927.7.2570	guide RNA associated protein, GAP2	Mito.RNA	1422
Tb927.7.2580	ZC3H19	RNA.binding	1917
Tb927.7.2590	prefoldin, putative	Chaperone	513
Tb927.7.260	hypothetical protein, conserved	ZUnknown	525
Tb927.7.2600	class I transcription factor A, subunit 7 (CITFA-7) 	RNA.synthesis	411
Tb927.7.2610	hypothetical protein, conserved	ZUnknown	1179
Tb927.7.2620	Mitchondrial SSU ribosomal protein	Mito.translation	885
Tb927.7.2630	50S ribosome-binding GTPase, putative	Mito.pathway	2766
Tb927.7.2660	ZC3H20	RNA.binding	1218
Tb927.7.2670	ZC3H21	RNA.binding	1386
Tb927.7.2680	ZC3H22	RNA.binding	2127
Tb927.7.2690	hypothetical protein, conserved	Mito.pathway	363
Tb927.7.270	ribosome biogenesis protein, putative	Ribosome	1113
Tb927.7.2700	NADH-cytochrome b5 reductase, putative (B5R)	Mito.e.transport	864
Tb927.7.2710	NADH-cytochrome b5 reductase, putative	Mito.e.transport	864
Tb927.7.2720	eIF3c	Translation	1992
Tb927.7.2730	leucine-rich repeat protein (LRRP)	LRRP	924
Tb927.7.2740	hypothetical protein, conserved	ZUnknown	543
Tb927.7.2750	protein kinase, putative	Protein.kinase	921
Tb927.7.2760	Mitchondrial LSU ribosomal protein	Mito.translation	837
Tb927.7.2770	hypothetical protein, conserved	ZUnknown	1227
Tb927.7.2780	hypothetical protein, conserved, no yeast/human match	ZUnknown	354
Tb927.7.2790	CMF10, possible component of motile flagella	Cytoskeleton	2106
Tb927.7.280	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Chaperone	678
Tb927.7.2800	Prp18 domain containing protein, putative	ZUnknown	1293
Tb927.7.2810	hypothetical protein, conserved, trypanosome-specific	ZUnknown	1041
Tb927.7.2820	histone H2A	Chromatin	405
Tb927.7.290	leucine-rich repeat protein (LRRP)	LRRP	1614
Tb927.7.2950	ATPase family associated with various cellular activities (AAA), putative	ZUnknown	2013
Tb927.7.2960	POMP33	Mito.membrane	1371
Tb927.7.2970	ATP-dependent DEAD/H RNA helicase, putative Mph1, DNA repair?	DNA	2475
Tb927.7.2980	Nitroreductase family, putative	ZUnknown	573
Tb927.7.2990	hypothetical protein, conserved	Mito.pathway	930
Tb927.7.300	N-acetylglucosaminyltransferase II GT15	Glycans	1104
Tb927.7.3000	Trypanosome-specific kinesin family 2	Cytoskeleton	4029
Tb927.7.3010	Nitrogen permease regulator 2, putative	ZUnknown	2241
Tb927.7.3040	hypothetical protein, conserved	ZUnknown	1908
Tb927.7.3050	Mitchondrial SSU ribosomal associated	Mito.translation	3498
Tb927.7.3060	hypothetical protein, conserved	ZUnknown	1164
Tb927.7.3070	UAA transporter family, putative	ZUnknown	1497
Tb927.7.3080	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown	1290
Tb927.7.3090	Galactose oxidase, central domain containing protein, putative	ZUnknown	3087
Tb927.7.310	Thioredoxin domain, also matches human prostaglandin E synthetase	Enzyme	1029
Tb927.7.3100	hypothetical protein, conserved	Mito.pathway	1827
Tb927.7.3110	transporter protein, putative	Transporter	1605
Tb927.7.3120	small nuclear ribonucleoprotein SmD1	RNA.processing	321
Tb927.7.3130	hypothetical protein, conserved	ZUnknown	2871
Tb927.7.3140	hypothetical protein, conserved	ZUnknown	561
Tb927.7.3150	CRAL/TRIO domain containing protein, putative	ZUnknown	1689
Tb927.7.3160	dynein heavy chain, cytosolic, Dynein DYNC1HI Cyto1 clathrin-associated	Vesicular.transport	15873
Tb927.7.3170	Beta-lactamase superfamily domain containing protein, putative	ZUnknown	1176
Tb927.7.3180	adaptin complex AP1 mu subunit	Vesicular.transport	1299
Tb927.7.3190	Protein kinase domain containing protein, putative	ZUnknown	1767
Tb927.7.320	RBP8	RNA.binding	543
Tb927.7.3200	hypothetical protein, conserved	ZUnknown	1065
Tb927.7.3210	protein kinase, putative	Protein.kinase	1875
Tb927.7.3220	ChaC-like protein, putative	ZUnknown	621
Tb927.7.3230	hypothetical protein, conserved	ZUnknown	2694
Tb927.7.3240	Mitchondrial SSU ribosomal associated	Mito.translation	492
Tb927.7.3270	hypothetical protein, conserved	ZUnknown	2424
Tb927.7.3280	IF2 translation initiation factor IF-2, putative	Translation	2364
Tb927.7.3290	WD domain, G-beta repeat, putative	ZUnknown	1122
Tb927.7.330	Thioesterase-like superfamily, putative	ZUnknown	582
Tb927.7.3300	Possible homologue of yeast DAL81, which affects pol II transcription in yeast but also has unrelated interactions, e.g. TOR1	Transcription	2523
Tb927.7.3310	hypothetical protein, conserved	ZUnknown	987
Tb927.7.3320	ATG12/APG12, putative (ATG12)	Lysosome	405
Tb927.7.3340	Putative S-adenosyl-L-methionine-dependent methyltransferase, putative	ZUnknown	1782
Tb927.7.3350	palmitoyl acyltransferase 11, putative	Lipids	1074
Tb927.7.3360	Farnesyl-pyrophosphate synthase	Prenylation	1104
Tb927.7.3370	intraflagellar transport protein IFT74	Cytoskeleton	1791
Tb927.7.3380	Ribosomal L28e protein family/Mak16 protein C-terminal region, putative	ZUnknown	831
Tb927.7.3390	hypothetical protein, conserved	ZUnknown	1047
Tb927.7.340	Alpha/beta hydrolase family, putative	ZUnknown	984
Tb927.7.3400	MORN repeat, putative	ZUnknown	1314
Tb927.7.3410	Centrin4 - basal bodies and bilobe	Cell.cycle	450
Tb927.7.3420	FKBP12 (TOR complex)	Signalling	339
Tb927.7.3430	Mitchondrial LSU ribosome-associated cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Mito.translation	696
Tb927.7.3460	Mitchondrial LSU ribosomal protein	Mito.translation	1350
Tb927.7.3470	p22 protein precursor, putative	Mito.pathway	783
Tb927.7.3480	hypothetical protein	ZUnknown	651
Tb927.7.3490	synaptojanin (N-terminal domain), putative	Vesicular.transport	2463
Tb927.7.350	hypothetical protein	ZUnknown	720
Tb927.7.3500	glutathione-S-transferase/glutaredoxin, putative	Redox	939
Tb927.7.3510	Mitchondrial LSU ribosomal protein	Mito.translation	1449
Tb927.7.3520	MPC2 mitochondrial pyruvate carrier	Mito.membrane	405
Tb927.7.3530	Vacuolar protein 14 C-terminal Fig4p binding, putative	ZUnknown	2076
Tb927.7.3540	hypothetical protein, conserved	ZUnknown	816
Tb927.7.3550	hypothetical protein, conserved, no yeast or human match	ZUnknown	3726
Tb927.7.3560	CMF7, possible component of motile flagella but PTP tagged is in nuclear speckles	RNA.processing	5283
Tb927.7.3570	hypothetical protein, conserved	ZUnknown	2205
Tb927.7.3580	NEK11 protein kinase	Protein.kinase	1791
Tb927.7.3590	SDH succinate dehydrogenase (complex II) subunit, putative	Mito.e.transport	456
Tb927.7.3600	emp24/gp25L/p24 family/GOLD, putative	ZUnknown	678
Tb927.7.3610	hypothetical protein, conserved	ZUnknown	1266
Tb927.7.3620	tyrosyl-tRNA synthetase, putative	Translation.tRNA	2094
Tb927.7.3630	TPR-repeat-containing chaperone protein DNAJ, putative	Chaperone	1587
Tb927.7.3640	hypothetical protein, conserved	ZUnknown	1056
Tb927.7.3650	protein kinase, putative	Protein.kinase	1914
Tb927.7.3660	hypothetical protein, conserved	ZUnknown	1950
Tb927.7.3670	TrkA-N domain containing protein, putative	ZUnknown	1962
Tb927.7.3690	hypothetical protein	ZUnknown	477
Tb927.7.3700	hypothetical protein, conserved	ZUnknown	918
Tb927.7.3710	hypothetical protein, conserved	ZUnknown	1419
Tb927.7.3730	RBP26	RNA.binding	1023
Tb927.7.3740	hypothetical protein, conserved, in flagellum	Cytoskeleton	2550
Tb927.7.3750	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	597
Tb927.7.3760	PS synthase/PS synthase-2	Lipids	1527
Tb927.7.3770	YjeF family N-terminal domain/YjeF family C-terminal domain containing protein, putative	Mito.pathway	1728
Tb927.7.3780	PAP1 poly(A) polymerase, major PAP, associated with MTR4 complex	RNA.processing	2064
Tb927.7.3790	ras-like small GTPase, putative (TbFRP)	Vesicular.transport	1734
Tb927.7.3800	hypothetical protein, conserved	ZUnknown	741
Tb927.7.3810	hypothetical protein, conserved, , 2 Cold-shock domains	Mito.pathway	1146
Tb927.7.3820	hypothetical protein, conserved	ZUnknown	2091
Tb927.7.3850	hypothetical protein, conserved	ZUnknown	2985
Tb927.7.3860	PQ loop repeat, putative	ZUnknown	720
Tb927.7.3870	hypothetical protein, conserved	ZUnknown	771
Tb927.7.3880	DYRK kinase	Cell.cycle	2331
Tb927.7.3890	hypothetical protein, conserved	ZUnknown	951
Tb927.7.3900	vacuolar transporter chaperone, putative, ER by IFA	Lysosome	543
Tb927.7.3910	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.e.transport	1515
Tb927.7.3920	hypothetical protein, conserved	ZUnknown	963
Tb927.7.3930	CAP161 Clathrin-associated protein	Vesicular.transport	4200
Tb927.7.3940	mitochondrial carrier protein, MCP16	Mito.transport	996
Tb927.7.3950	RNA-editing 3' terminal uridylyl transferase 1,KRET1 (KRET1)	Mito.RNA	2928
Tb927.7.3960	Mitchondrial LSU ribosomal protein L16, putative	Mito.translation	504
Tb927.7.3970	hypothetical protein, conserved	ZUnknown	963
Tb927.7.3980	immunodominant antigen, putative,tc40 antigen-like	ZUnknown	2715
Tb927.7.3990	mitochondrial DNA polymerase I protein C (TbPOL1C)	Mito.DNA	4950
Tb927.7.4000	glutathione synthetase, putative	Redox	1668
Tb927.7.4010	hypothetical protein, conserved	ZUnknown	237
Tb927.7.4020	protein phosphatase 2C, putative	Protein.phosphatase	2241
Tb927.7.4030	hypothetical protein, conserved	ZUnknown	1617
Tb927.7.4040	hypothetical protein, conserved	ZUnknown	2559
Tb927.7.4050	hypothetical protein, conserved	ZUnknown	2268
Tb927.7.4080	DNA excision repair protein CSB	DNA	3381
Tb927.7.4090	serine/threonine-protein kinase, putative	Protein.kinase	2073
Tb927.7.4100	Domain of unknown function (DUF4201), putative	ZUnknown	1503
Tb927.7.4110	Kinesin-like but poor match	Cytoskeleton	2685
Tb927.7.4120	hypothetical protein, conserved, no domains, K-specific	ZUnknown	1524
Tb927.7.4140	Mitchondrial LSU ribosomal protein	Mito.translation	567
Tb927.7.4150	hypothetical protein, conserved	ZUnknown	3756
Tb927.7.4160	Elongase 1	Lipids	906
Tb927.7.4170	Elongase 2	Lipids	816
Tb927.7.4180	Elongase 3	Lipids	918
Tb927.7.4190	zinc finger domain, LSD1 subclass, putative	Zinc.finger	594
Tb927.7.4200	hypothetical protein, conserved	ZUnknown	1065
Tb927.7.4210	hypothetical protein, conserved	ZUnknown	351
Tb927.7.4220	WD domain, G-beta repeat/Dip2/Utp12 Family, putative	ZUnknown	3318
Tb927.7.4230	Enriched in surface-labeled proteome protein 12 (ESP12)	ZUnknown	696
Tb927.7.4240	hypothetical protein, conserved	ZUnknown	339
Tb927.7.4260	Enriched in surface-labeled proteome protein 13 (ESP13)	ZUnknown	792
Tb927.7.4270	hypothetical protein, conserved	ZUnknown	669
Tb927.7.4290	Nuclear migration protein NudC (animals), 46% identity	Cytoskeleton	894
Tb927.7.4300	F-box domain containing protein, putative	ZUnknown	1605
Tb927.7.4310	pyridine nucleotide-disulphide oxidoreductase, putative	ZUnknown	1542
Tb927.7.4320	mRNA capping enzyme, beta chain, putative	ZUnknown	834
Tb927.7.4330	Iguana/Dzip1-like DAZ-interacting protein N-terminal, putative	ZUnknown	2805
Tb927.7.4340	Protein of unknown function (DUF1253), putative	ZUnknown	2568
Tb927.7.4350	hypothetical protein, conserved	ZUnknown	480
Tb927.7.4360	hypothetical protein, conserved	ZUnknown	993
Tb927.7.4380	Bromodomain protein BDF4	Chromatin	1893
Tb927.7.4390	threonine synthase, putative	Amino.acids	2028
Tb927.7.4400	inositol polyphosphate kinase-like protein, putative	Signalling	2271
Tb927.7.4410	hypothetical protein, conserved	ZUnknown	1278
Tb927.7.4420	proteasome alpha 3 subunit, putative	Ubiquitin.proteasome	861
Tb927.7.4430	hypothetical protein, conserved, no yeast or human match	ZUnknown	690
Tb927.7.4440	NAD dependent epimerase/dehydratase family, putative	Mito.pathway	879
Tb927.7.4450	hypothetical protein, conserved	ZUnknown	2991
Tb927.7.4460	von Willebrand factor type A domain containing protein, putative	ZUnknown	2529
Tb927.7.4470	translocon-associated protein gamma 4 transmembrane domains	Vesicular.transport	582
Tb927.7.4480	adenosine 5'-monophosphoramidase, putative	Nucleotides	426
Tb927.7.4490	hypothetical protein, conserved	ZUnknown	4932
Tb927.7.4500	PX domain containing protein, putative	ZUnknown	1587
Tb927.7.4510	Domain of unknown function (DUF4201), putative	ZUnknown	1224
Tb927.7.4520	Thioredoxin-like, putative	ZUnknown	606
Tb927.7.4530	hypothetical protein, conserved	ZUnknown	2091
Tb927.7.4540	hypothetical protein, conserved	ZUnknown	936
Tb927.7.4550	Mitchondrial LSU ribosomal protein	Mito.translation	552
Tb927.7.4560	histone acetyltransferase HAT1	Chromatin	1401
Tb927.7.4570	inosine-guanine nucleoside hydrolase (IG-NH)	Nucleotides	1074
Tb927.7.4590	chaperone protein DNAj, putative	Chaperone	1530
Tb927.7.460	protein farnesyltransferase beta subunit	Prenylation	1758
Tb927.7.4600	Calponin homology (CH) domain containing protein, putative	ZUnknown	2832
Tb927.7.4610	hypothetical protein, conserved	ZUnknown	1368
Tb927.7.4620	hypothetical protein, conserved	ZUnknown	828
Tb927.7.4630	Miro-like protein, putative	ZUnknown	573
Tb927.7.4640	hypothetical protein, conserved	ZUnknown	2205
Tb927.7.4650	SNF2 DNA repair protein, putative	DNA	3234
Tb927.7.4660	hypothetical protein, conserved	ZUnknown	930
Tb927.7.4670	RRP4 exosome complex PH subunit	RNA.degradation	904
Tb927.7.4680	hypothetical protein, conserved	ZUnknown	267
Tb927.7.4690	hypothetical protein	ZUnknown	960
Tb927.7.470	Enriched in surface-labeled proteome protein 14 (ESP14)	ZUnknown	894
Tb927.7.4700	WD domain, G-beta repeat, putative	ZUnknown	2097
Tb927.7.4710	Mitchondrial LSU ribosomal protein	Mito.translation	891
Tb927.7.4720	hypothetical protein	ZUnknown	717
Tb927.7.4730	PUF5	RNA.binding	1293
Tb927.7.4740	hypothetical protein, conserved	ZUnknown	996
Tb927.7.4750	hypothetical protein, conserved	ZUnknown	1242
Tb927.7.4760	hypothetical protein, conserved	ZUnknown	1620
Tb927.7.4770	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Chaperone	597
Tb927.7.4780	conserved hypothetical protein, putative	ZUnknown	483
Tb927.7.4790	20S proteasome beta 6 subunit, putative (BETA6)	Ubiquitin.proteasome	777
Tb927.7.480	hypothetical protein, conserved	ZUnknown	2805
Tb927.7.4800	hypothetical protein, conserved	ZUnknown	312
Tb927.7.4810	HD domain containing protein, putative	ZUnknown	1377
Tb927.7.4820	Trm112p-like protein, putative	ZUnknown	384
Tb927.7.4830	Kinesin-12	Cytoskeleton	1551
Tb927.7.4840	hypothetical protein, conserved	ZUnknown	1005
Tb927.7.4850	KKT5 Kinetochore protein	Cell.cycle	687
Tb927.7.4860	KKT13 Kinetochore protein	Cell.cycle	1020
Tb927.7.4870	hypothetical protein, conserved	ZUnknown	813
Tb927.7.4880	hypothetical protein, conserved	ZUnknown	684
Tb927.7.4890	POMP34	Mito.membrane	2562
Tb927.7.490	hypothetical protein, conserved, trypanosome-specific	ZUnknown	1632
Tb927.7.4900	XRNA	RNA.degradation	4257
Tb927.7.4910	hypothetical protein, conserved, no yeast or human match	ZUnknown	1110
Tb927.7.4920	hypothetical protein, conserved	ZUnknown	2226
Tb927.7.4930	ribonuclease H1	DNA	906
Tb927.7.4940	oligopeptidase B protein, clathrin-associated	Vesicular.transport	2715
Tb927.7.4950	NAD(p)-dependent steroid dehydrogenase-like protein	Sterols	1215
Tb927.7.4960	CAP50 Clathrin-associated protein	Vesicular.transport	1380
Tb927.7.4970	glutamine synthetase, putative	Amino.acids	1266
Tb927.7.4980	ZC3H23 POMP35	RNA.binding	1188
Tb927.7.4990	hypothetical protein, conserved	ZUnknown	2241
Tb927.7.5000	60S ribosomal protein L19	Ribosome	783
Tb927.7.5010	hypothetical protein, conserved	ZUnknown	357
Tb927.7.5030	hypothetical protein, conserved, Trypanosoma-specific no matches	ZUnknown	1083
Tb927.7.5040	KIN-B, kinesin, mitotic spindle mid-zone	Cytoskeleton	1875
Tb927.7.5050	hypothetical protein, conserved	ZUnknown	2922
Tb927.7.5060	CLN3 protein, putative	ZUnknown	1548
Tb927.7.5070	hypothetical protein	ZUnknown	1920
Tb927.7.5080	ATP-NAD kinase-like protein	Enzyme	2172
Tb927.7.5090	Condensin complex subunit 2, putative	ZUnknown	2865
Tb927.7.510	hypothetical protein, conserved	ZUnknown	1071
Tb927.7.5100	hypothetical protein, conserved	ZUnknown	876
Tb927.7.5110	hypothetical protein, conserved	Mito.pathway	1710
Tb927.7.5120	SpoU rRNA Methylase family, putative	ZUnknown	1176
Tb927.7.5130	hypothetical protein, conserved	ZUnknown	717
Tb927.7.5140	hypothetical protein, conserved	ZUnknown	1413
Tb927.7.5150	hypothetical protein, conserved	ZUnknown	4365
Tb927.7.5160	deoxyuridine triphosphatase, putative,dUTP diphosphatase	Nucleotides	864
Tb927.7.5180	60S ribosomal protein L23a or L25	Ribosome	495
Tb927.7.5190	hypothetical protein, conserved	ZUnknown	3555
Tb927.7.520	cytochrome b5-like Heme/Steroid binding domain containing protein, putative	ZUnknown	549
Tb927.7.5200	hypothetical protein, conserved	ZUnknown	2175
Tb927.7.5210	hypothetical protein, conserved, phosphatase domain and DUF	Enzyme	2697
Tb927.7.5220	Forkhead Kinase	Protein.kinase	5037
Tb927.7.5230	lanosterol synthase	Sterols	2721
Tb927.7.5240	hypothetical protein, conserved, low homologies, no domains	ZUnknown	1473
Tb927.7.5250	hypothetical protein, conserved	ZUnknown	2193
Tb927.7.5260	Cytochrome c oxidase biogenesis protein Cmc1 like, putative	Mito.pathway	582
Tb927.7.5270	hypothetical protein, conserved	ZUnknown	585
Tb927.7.5280	hypothetical protein, conserved	Mito.pathway	6205
Tb927.7.5290	hypothetical protein, conserved	ZUnknown	2241
Tb927.7.530	FYVE zinc finger, putative	ZUnknown	4689
Tb927.7.5310	YEATS family, putative	ZUnknown	1989
Tb927.7.5320	hypothetical protein, conserved	ZUnknown	2241
Tb927.7.5330	hypothetical protein, conserved	ZUnknown	2316
Tb927.7.5340	CARP3	Signalling	1497
Tb927.7.5350	hypothetical protein, conserved	ZUnknown	1551
Tb927.7.5360	Haemolysin-III related, putative	ZUnknown	984
Tb927.7.5380	DRBD12	RNA.binding	1800
Tb927.7.5390	hypothetical protein, conserved	ZUnknown	4224
Tb927.7.540	chaperone protein DNAj, putative	Chaperone	1374
Tb927.7.5410	hypothetical protein, conserved	ZUnknown	2721
Tb927.7.5440	hypothetical protein, conserved	Mito.pathway	5967
Tb927.7.5450	lipin, phosphatidic acid phosphatase	Lipids	2421
Tb927.7.5460	EAP3 exosome-associated protein 3 	RNA.degradation	609
Tb927.7.5470	POMP36	Mito.membrane	2040
Tb927.7.5480	dihydrofolate reductase-thymidylate synthase (DHFR-TS)	Folate	1584
Tb927.7.5490	arginine N-methyltransferase, type III (PRMT7)	Arg.methylation	1173
Tb927.7.550	WD domain, G-beta repeat, putative	ZUnknown	1500
Tb927.7.5500	hypothetical protein, conserved	ZUnknown	3537
Tb927.7.5510	hypothetical protein, conserved	ZUnknown	1020
Tb927.7.5520	peptidyl-tRNA hydrolase, putative	ZUnknown	621
Tb927.7.5530	hypothetical protein, conserved	ZUnknown	1143
Tb927.7.5540	2,4-dienoyl-coa reductase-like protein	Lipids	2181
Tb927.7.5550	hypothetical protein, conserved, TLD domain	Enzyme	1095
Tb927.7.5560	glucosamine-fructose-6-phosphate aminotransferase, putative	Amino.acids	1980
Tb927.7.5580	cell cycle associated protein MOB1-B (MOB1B)	Cell.cycle	678
Tb927.7.5590	Domain of unknown function (DUF3883), putative	ZUnknown	4938
Tb927.7.560	hypothetical protein, conserved	ZUnknown	2322
Tb927.7.5600	leucine-rich repeat protein (LRRP)	LRRP	3081
Tb927.7.5610	hypothetical protein, conserved	ZUnknown	3273
Tb927.7.5620	SET domain containing protein, putative	ZUnknown	1290
Tb927.7.5630	hypothetical protein, conserved	ZUnknown	2001
Tb927.7.5640	G-patch domain containing protein, putative	ZUnknown	816
Tb927.7.5650	Kinesin-4/10	Cytoskeleton	1917
Tb927.7.5660	hypothetical protein, conserved	ZUnknown	1728
Tb927.7.5670	hypothetical protein, conserved	ZUnknown	924
Tb927.7.5680	deoxyribose-phosphate aldolase, putative	Enzyme	843
Tb927.7.5690	hypothetical protein, conserved	ZUnknown	1827
Tb927.7.570	prefoldin, putative	Chaperone	594
Tb927.7.5700	pATOM36	Mito.membrane	963
Tb927.7.5710	hypothetical protein, conserved	ZUnknown	897
Tb927.7.5720	hypothetical protein, conserved	ZUnknown	1050
Tb927.7.5730	hypothetical protein, conserved	ZUnknown	2208
Tb927.7.5740	conserved protein	ZUnknown	1500
Tb927.7.5750	hypothetical protein, conserved	ZUnknown	3192
Tb927.7.5760	MTR2	Nuclear.transport	408
Tb927.7.5770	PK53 protein kinase	Protein.kinase	1395
Tb927.7.5780	thioredoxin, putative	ZUnknown	456
Tb927.7.5790	protein disulfide isomerase, ERp44-like	Chaperone	408
Tb927.7.580	GTP-binding protein, putative	Enzyme	2049
Tb927.7.5800	hypothetical protein	ZUnknown	663
Tb927.7.5810	Protein of unknown function (DUF1637), putative	ZUnknown	771
Tb927.7.5820	Monooxygenase, putative	Mito.pathway	1548
Tb927.7.5830	hypothetical protein, conserved	ZUnknown	321
Tb927.7.5840	hypothetical protein, conserved	ZUnknown	690
Tb927.7.5850	hypothetical protein, conserved	ZUnknown	1875
Tb927.7.5860	hypothetical protein	ZUnknown	
Tb927.7.5870	hypothetical protein, conserved	ZUnknown	627
Tb927.7.5880	cis-prenyltransferase-like protein	Prenylation	1260
Tb927.7.5890	hypothetical protein, conserved	ZUnknown	2001
Tb927.7.590	hypothetical protein, conserved	ZUnknown	1392
Tb927.7.5920	mercaptopyruvate sulfurtransferase, putative (MST)	Amino.acids	1125
Tb927.7.600	DNA ligase, putative,mitochondrial DNA ligase homolog, putative	DNA	1542
Tb927.7.6010	hypothetical protein	ZUnknown	552
Tb927.7.6020	hypothetical protein	ZUnknown	465
Tb927.7.6090	eIF3a	Translation	2289
Tb927.7.610	DNA ligase, putative,mitochondrial DNA ligase homolog, putative	DNA	1449
Tb927.7.6100	hypothetical protein	ZUnknown	480
Tb927.7.6180	hypothetical protein, conserved	ZUnknown	837
Tb927.7.6190	Ring finger domain containing protein, putative	ZUnknown	630
Tb927.7.620	hypothetical protein, conserved	ZUnknown	1188
Tb927.7.6200	chaperone protein DNAj, putative	Chaperone	855
Tb927.7.6210	hypothetical protein, conserved	ZUnknown	786
Tb927.7.6220	protein kinase, putative	Protein.kinase	1638
Tb927.7.6230	ADP-ribosylation factor, putative (ARF3)	Vesicular.transport	573
Tb927.7.6240	hypothetical protein, conserved	ZUnknown	1584
Tb927.7.6250	hypothetical protein, conserved	ZUnknown	1281
Tb927.7.6260	TPR repeat, putative	ZUnknown	969
Tb927.7.6270	peptidase t, putative	Protease	1263
Tb927.7.6280	Domain of unknown function (DUF3508), putative	ZUnknown	1923
Tb927.7.6290	kinesin, putative (TbKIF9A)	Cytoskeleton	2676
Tb927.7.630	hypothetical protein, conserved	ZUnknown	753
Tb927.7.6300	WD domain, G-beta repeat, putative	ZUnknown	1650
Tb927.7.6310	PLK polo-like protein kinase	Protein.kinase	2307
Tb927.7.6320	BTB/POZ domain/Regulator of chromosome condensation (RCC1) repeat, putative	ZUnknown	1920
Tb927.7.6330	hypothetical protein	ZUnknown	516
Tb927.7.6340	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	1329
Tb927.7.6350	NADH-ubiquinone oxidoreductase, mitochondrial, putative	Mito.e.transport	822
Tb927.7.6360	histone H2A variant (h2aZ)	Chromatin	540
Tb927.7.6370	Zinc finger, C3HC4 type (RING finger), putative	Zinc.finger	1302
Tb927.7.6380	U4-specific Sm protein Ssm4, SmD3 paralogue	RNA.processing	621
Tb927.7.6390	hypothetical protein, conserved	ZUnknown	2907
Tb927.7.640	hypothetical protein, conserved	Mito.pathway	1005
Tb927.7.6400	hypothetical protein, conserved	ZUnknown	513
Tb927.7.6410	hypothetical protein, conserved, dsRNA binding domain	ZUnknown	4371
Tb927.7.6420	hypothetical protein, conserved	ZUnknown	393
Tb927.7.6430	hypothetical protein	ZUnknown	606
Tb927.7.6440	v-SNARE like protein	Vesicular.transport	669
Tb927.7.6450	tRNA-dihydrouridine synthase 3, putative	rRNA.tRNA.process	1587
Tb927.7.6460	FG-GAP repeat protein, putative,intergrin alpha chain protein, putative	Cytoskeleton	2538
Tb927.7.6470	O-sialoglycoprotein endopeptidase, putative	Protease	1119
Tb927.7.6480	hypothetical protein, conserved	ZUnknown	2283
Tb927.7.6490	hypothetical protein, conserved	ZUnknown	795
Tb927.7.650	hypothetical protein, conserved	ZUnknown	2955
Tb927.7.6550	hypothetical protein, conserved	ZUnknown	612
Tb927.7.6560	hypothetical protein, conserved	ZUnknown	684
Tb927.7.6570	Enriched in surface-labeled proteome protein 17 (ESP17)	ZUnknown	708
Tb927.7.660	Cupin-like domain containing protein, putative	ZUnknown	1401
Tb927.7.6600	hypothetical protein, conserved	ZUnknown	807
Tb927.7.6610	hypothetical protein, conserved	ZUnknown	2694
Tb927.7.6620	Probable N6-adenine methyltransferase, putative	ZUnknown	1482
Tb927.7.6630	hypothetical protein, conserved	ZUnknown	2538
Tb927.7.6640	hypothetical protein, conserved, no domains, no yeast or human match, NADP binding domain Rossmann Fold	ZUnknown	4854
Tb927.7.6650	Colon cancer-associated protein Mic1-like, putative	ZUnknown	3210
Tb927.7.6660	chaperone protein DNAj, putative	Chaperone	774
Tb927.7.6670	hypothetical protein, conserved	ZUnknown	9093
Tb927.7.6680	protein kinase, putative	Protein.kinase	2700
Tb927.7.6690	Trypanosoma specific protein, unknown function	ZUnknown	1467
Tb927.7.670	hypothetical protein, conserved	ZUnknown	2478
Tb927.7.6700	hypothetical protein	ZUnknown	822
Tb927.7.6710	hypothetical protein	ZUnknown	483
Tb927.7.6720	hypothetical protein, conserved	ZUnknown	1170
